Quality	#1 ID	#2 ID	#1 String	#2 String
0	2736238	2736177	demolition expert ji alghozi arrested manila january 2002	alghozi arrested manila january 2002 mission buy explosive bombing target singapore
1	1390426	1390317	abraham said change airpollution rule would environmental protection agency epa	change air pollution rule would environmental protection agency
0	173876	173829	rumour swirled among market participant japan may intervened overnight yen appreciated 116 per dollar	rumour swirled among market participant japan may stepped overnight tokyo friday
1	903636	903755	ontario premier ernie eve appointed judge tuesday hold independent investigation province handled sars	ontario premier ernie eve announced yesterday former judge would conduct independent investigation province city handled sars
1	2640607	2640576	need one deadline create asean economic community thaksin said	thus said one deadline create economic community
1	1353196	1353174	biotech product anything may safer conventional product testing fraley said	biotech product anything may safer conventional product testing said robert fraley monsantos executive vice president
0	3278643	3278683	boeings board also expected decide december meeting whether offer airplane sale airline	widely expected give bair formal approval offer plane sale airline
0	3009814	3009757	bo hitchcock levins attorney declined comment friday	hitchcock declined comment case levin
1	3310210	3310286	announcement made recording christmas concert attended top vatican cardinal bishop many elite italian society witness said	broadside came recording saturday night christmas concert attended top vatican cardinal bishop many elite italian society witness said
1	3064974	3064992	face charge robbery criminal impersonation police officer	five suspect charged robbery criminal impersonation police officer
0	2529540	2529527	also said academy get internal report next week detailing serious problem remains	academy get internal report next week made public rosa said
0	1356948	1356889	nissan north america announced yesterday spend 250 million expand smyrna assembly plant bring production pathfinder sport utility vehicle tennessee	nissan north america inc said wednesday moving production pathfinder sport utility vehicle tennessee adding 800 job
1	1497969	1497896	kahuku ranch world class quality tremendous resource tremendous beauty tremendous value global biodiversity	kahuku ranch worldclass qualities—tremendous resource tremendous beauty tremendous value global biodiversity said
1	2815885	2815848	southwest said already inspected fleet 385 aircraft found additional suspicious item	southwest said completed inspection entire fleet 385 aircraft found additional item
1	3376093	3376101	additional contribution brings total u food aid north korea year 100000 tonne	donation 60000 ton brings total u contribution year 100000
0	3044868	3044958	end tonight grim keanu reef announces trailer matrix revolution	keanu reef hugo weaving scene motion picture matrix revolution
1	1219325	1219440	daughter nina axelrod told associated press died sleep apparently heart failure	axelrod died sleep heart failure said daughter nina axelrod
1	1263625	1263547	medium mogul jostled position deadline bid vivendi universal u entertainment empire neared monday auction hollywood bestknown asset	medium giant vivendi universal given two week sift offer u entertainment empire multibillion dollar auction hollywood bestknown asset
1	698958	698941	stewart said intends declare innocence proceed trial indicted lawyer said statement	stewart intends declare innocence indicted proceed trial lawyer said
1	2375150	2375123	three week october go sale monday nearly year washington dcarea sniper shooting started	moose book go sale monday nearly year sniper shooting started washington area
0	29291	29363	klitschko said im excited box los angeles first lennox lewis	excited fighting los angeles hbo klitschko said
1	2389494	2389527	several police officer also said seriously hurt	three police officer among five people seriously injured
0	921186	921272	sia say dram market expected grow 29 percent 157 billion 2003 43 percent 225 billion 2004	america market decline 21 percent 306 billion 2003 grow 157 percent 354 billion 2004
0	195971	196241	said senate confirmed 124 judicial nominee since bush took office dont see much broken	mr daschle said senate confirmed 124 judicial nominee since mr bush took office
1	3102696	3102405	60yearold millionaire hugged attorney saying thank much	moment later hugged defense lawyer softly saying thank much
0	2183965	2183946	report cite marriage alleged operational commander bali bombing mukhlas farida highly cosmopolitan welleducated young woman	report cite marriage alleged operational commander bali bombing mukhlas example ji us marriage grow
1	2521519	2521624	deterioration security compound nearly computer rely single operating system subject vulnerability world geer added	deterioration security compound nearly computer rely single operating system subject vulnerability world
